age,taille,sexe,niveau_activite,poids
35,193,Homme,Sédentaire,75.5
55,183,Femme,Modéré,73.2
67,173,Femme,Sédentaire,53.6
59,189,Femme,Actif,82.0
24,146,Homme,Modéré,55.6
43,197,Homme,Actif,88.7
51,188,Homme,Sédentaire,86.3
64,193,Homme,Actif,94.2
53,162,Homme,Actif,67.5
58,185,Homme,Sédentaire,94.5
49,195,Femme,Sédentaire,78.0
20,146,Femme,Modéré,42.3
12,193,Homme,Sédentaire,90.7
68,164,Femme,Modéré,64.9
15,142,Femme,Actif,49.1
18,198,Homme,Actif,108.5
15,177,Homme,Modéré,69.0
18,159,Femme,Sédentaire,58.9
48,173,Homme,Sédentaire,57.0
40,188,Homme,Actif,100.4
41,183,Femme,Modéré,70.3
50,183,Homme,Actif,70.6
59,169,Femme,Actif,59.9
21,156,Femme,Sédentaire,48.8
17,198,Femme,Modéré,77.7
17,149,Femme,Actif,45.4
59,174,Femme,Sédentaire,54.2
37,159,Homme,Actif,49.7
29,157,Homme,Actif,68.6
56,184,Homme,Sédentaire,82.0
68,183,Homme,Sédentaire,83.0
16,166,Femme,Modéré,70.4
20,198,Femme,Actif,107.8
29,198,Homme,Modéré,65.4
25,188,Femme,Sédentaire,64.7
13,175,Homme,Sédentaire,60.0
15,162,Homme,Actif,54.0
67,171,Homme,Modéré,61.7
31,149,Femme,Modéré,45.9
35,150,Femme,Actif,51.0
12,177,Femme,Actif,69.3
50,145,Femme,Modéré,41.7
69,198,Homme,Sédentaire,60.7
51,180,Femme,Sédentaire,61.6
23,186,Femme,Actif,70.4
20,173,Femme,Modéré,63.6
27,175,Homme,Modéré,57.0
63,176,Homme,Modéré,63.6
21,156,Femme,Sédentaire,45.3
32,179,Femme,Sédentaire,69.3
21,179,Femme,Modéré,60.2
22,193,Femme,Modéré,72.5
34,151,Homme,Actif,41.2
54,160,Femme,Actif,55.1
60,179,Femme,Modéré,62.2
67,158,Femme,Modéré,61.7
28,142,Homme,Sédentaire,46.8
64,157,Homme,Modéré,53.7
55,192,Femme,Actif,72.3
45,190,Femme,Sédentaire,83.5
54,158,Femme,Actif,60.1
17,186,Femme,Actif,77.6
38,145,Femme,Sédentaire,56.4
64,155,Homme,Actif,56.2
62,147,Homme,Modéré,53.5
64,187,Homme,Actif,78.3
41,157,Femme,Sédentaire,59.2
60,191,Homme,Sédentaire,71.5
53,187,Homme,Sédentaire,72.1
27,182,Homme,Actif,76.3
15,178,Femme,Modéré,73.0
27,188,Femme,Sédentaire,83.1
28,188,Homme,Modéré,89.4
31,151,Femme,Sédentaire,40.4
46,184,Homme,Modéré,64.6
41,149,Homme,Modéré,50.4
65,146,Homme,Modéré,42.3
50,185,Homme,Sédentaire,110.0
68,194,Femme,Actif,88.6
12,140,Femme,Actif,42.7
37,188,Femme,Actif,72.3
19,175,Femme,Modéré,63.0
60,160,Homme,Sédentaire,56.6
44,176,Femme,Modéré,69.2
38,191,Homme,Sédentaire,75.3
63,163,Femme,Modéré,56.3
24,194,Femme,Sédentaire,98.0
42,164,Femme,Sédentaire,70.3
16,146,Homme,Sédentaire,48.5
21,181,Homme,Modéré,58.9
58,156,Homme,Actif,57.5
39,168,Homme,Modéré,75.3
30,169,Femme,Modéré,74.6
40,146,Homme,Sédentaire,51.6
67,172,Homme,Sédentaire,77.7
33,146,Femme,Actif,47.2
29,197,Femme,Actif,92.7
46,163,Homme,Sédentaire,53.0
13,150,Femme,Actif,51.5
37,148,Homme,Actif,56.9
53,151,Femme,Sédentaire,46.1
29,174,Homme,Modéré,58.8
69,143,Homme,Actif,45.6
33,175,Homme,Sédentaire,65.3
59,167,Homme,Actif,66.8
58,196,Homme,Actif,79.3
60,152,Femme,Sédentaire,62.7
41,162,Homme,Actif,47.6
50,158,Homme,Actif,64.3
45,181,Homme,Actif,64.6
67,176,Homme,Modéré,51.5
62,178,Homme,Modéré,72.0
43,163,Femme,Actif,56.4
45,155,Femme,Sédentaire,44.9
11,172,Homme,Actif,50.2
24,151,Femme,Actif,50.1
43,173,Homme,Modéré,74.6
45,146,Femme,Modéré,50.6
15,150,Femme,Modéré,49.9
48,170,Homme,Actif,67.7
51,168,Femme,Actif,61.9
60,152,Femme,Sédentaire,40.9
60,170,Homme,Actif,51.3
67,141,Homme,Actif,42.5
63,178,Femme,Modéré,68.2
21,154,Femme,Modéré,58.2
12,196,Femme,Modéré,93.2
54,150,Homme,Modéré,53.6
27,173,Femme,Modéré,63.3
49,178,Femme,Sédentaire,56.6
30,143,Femme,Sédentaire,47.5
24,150,Homme,Sédentaire,53.0
42,168,Homme,Modéré,42.3
44,141,Homme,Modéré,38.8
35,155,Homme,Modéré,47.9
17,178,Femme,Sédentaire,70.8
45,152,Homme,Modéré,45.3
57,176,Femme,Sédentaire,67.8
39,156,Femme,Modéré,52.0
32,160,Femme,Actif,55.1
51,183,Femme,Sédentaire,66.5
53,199,Homme,Actif,79.5
23,158,Homme,Sédentaire,46.8
23,146,Homme,Modéré,49.3
11,177,Homme,Modéré,74.3
64,147,Homme,Actif,42.5
46,152,Femme,Modéré,61.4
14,176,Homme,Sédentaire,65.2
47,141,Homme,Modéré,52.9
54,180,Homme,Modéré,65.0
50,150,Homme,Sédentaire,35.8
63,163,Femme,Actif,61.7
69,145,Femme,Actif,47.8
56,165,Femme,Modéré,60.2
23,146,Femme,Sédentaire,42.8
65,196,Femme,Actif,84.1
48,178,Homme,Actif,64.8
34,158,Femme,Modéré,52.7
29,145,Femme,Sédentaire,51.6
11,182,Femme,Actif,74.7
48,168,Homme,Modéré,67.3
15,182,Homme,Modéré,70.6
26,178,Femme,Modéré,66.5
68,141,Homme,Modéré,36.9
34,158,Homme,Actif,52.1
66,143,Femme,Sédentaire,30.7
37,197,Homme,Modéré,78.5
11,145,Homme,Modéré,45.7
44,188,Homme,Actif,83.7
46,196,Femme,Modéré,81.4
14,176,Femme,Modéré,71.4
10,167,Femme,Sédentaire,43.1
49,169,Homme,Modéré,62.3
21,146,Femme,Actif,36.2
65,148,Homme,Sédentaire,40.2
45,164,Homme,Actif,57.7
54,172,Homme,Sédentaire,76.4
32,140,Femme,Sédentaire,45.3
56,190,Femme,Modéré,79.6
40,145,Femme,Modéré,46.1
20,157,Femme,Modéré,49.0
19,149,Homme,Actif,45.2
12,167,Femme,Modéré,64.9
63,150,Homme,Modéré,40.1
23,172,Femme,Sédentaire,70.3
25,140,Femme,Modéré,40.8
19,152,Femme,Modéré,56.6
38,176,Homme,Modéré,77.1
19,159,Homme,Modéré,42.9
21,140,Homme,Sédentaire,39.7
39,191,Homme,Modéré,70.9
50,142,Homme,Sédentaire,33.4
10,157,Femme,Actif,46.6
14,180,Homme,Modéré,95.0
29,153,Homme,Modéré,55.8
17,170,Homme,Modéré,80.2
52,166,Homme,Sédentaire,67.5
21,156,Femme,Modéré,48.1
10,194,Homme,Modéré,78.5
66,185,Femme,Actif,81.3
63,168,Femme,Sédentaire,65.8
29,175,Femme,Sédentaire,62.1
37,176,Homme,Actif,54.1
66,165,Femme,Sédentaire,86.7
52,192,Homme,Modéré,79.5
46,156,Homme,Modéré,51.2
56,161,Homme,Actif,57.9
46,164,Homme,Sédentaire,57.2
21,141,Homme,Sédentaire,44.5
46,194,Femme,Sédentaire,97.3
58,161,Femme,Actif,56.1
58,144,Homme,Modéré,38.4
65,143,Femme,Actif,44.0
53,175,Homme,Modéré,63.1
65,145,Femme,Actif,55.2
37,191,Femme,Modéré,93.1
56,160,Femme,Sédentaire,57.1
24,152,Femme,Sédentaire,42.0
15,193,Femme,Sédentaire,68.2
53,176,Homme,Actif,68.3
68,194,Homme,Actif,86.6
29,164,Femme,Actif,56.1
59,165,Homme,Sédentaire,56.0
23,194,Femme,Modéré,76.1
11,178,Homme,Sédentaire,69.5
18,159,Femme,Sédentaire,37.9
46,172,Femme,Modéré,55.3
29,153,Femme,Modéré,47.1
35,195,Homme,Modéré,97.4
38,175,Homme,Modéré,59.9
10,156,Femme,Sédentaire,54.9
64,160,Femme,Actif,58.1
44,185,Homme,Sédentaire,88.6
15,155,Homme,Modéré,62.0
46,185,Homme,Actif,74.7
62,155,Homme,Actif,49.4
68,195,Homme,Sédentaire,76.1
14,159,Femme,Sédentaire,53.8
42,168,Homme,Sédentaire,58.4
58,167,Femme,Actif,66.0
60,147,Femme,Actif,50.3
23,163,Homme,Actif,63.2
21,142,Homme,Modéré,52.0
51,164,Femme,Modéré,74.2
29,158,Homme,Sédentaire,55.9
62,172,Femme,Actif,74.8
59,141,Homme,Sédentaire,41.6
33,154,Homme,Actif,60.6
68,161,Homme,Sédentaire,65.3
52,199,Femme,Modéré,99.1
43,149,Homme,Actif,49.5
34,157,Femme,Modéré,49.3
59,161,Homme,Actif,46.2
38,185,Femme,Sédentaire,74.9
66,188,Homme,Actif,94.0
48,166,Femme,Modéré,58.1
40,152,Femme,Actif,56.3
65,172,Femme,Sédentaire,72.6
56,144,Femme,Actif,43.9
52,165,Femme,Modéré,70.6
59,152,Femme,Sédentaire,34.7
32,166,Homme,Modéré,50.5
53,196,Femme,Actif,74.0
47,153,Femme,Modéré,45.7
29,163,Femme,Actif,61.1
32,142,Homme,Sédentaire,46.1
54,186,Homme,Modéré,80.2
61,190,Homme,Modéré,85.9
25,188,Femme,Actif,67.7
59,169,Homme,Modéré,52.4
51,174,Homme,Modéré,70.2
69,187,Femme,Sédentaire,70.3
64,153,Femme,Actif,40.5
17,151,Homme,Actif,56.8
59,167,Femme,Sédentaire,73.0
30,183,Femme,Sédentaire,89.3
10,168,Femme,Actif,63.7
64,182,Femme,Sédentaire,79.1
17,156,Homme,Sédentaire,63.5
38,179,Femme,Sédentaire,64.3
41,188,Homme,Actif,89.5
47,160,Homme,Sédentaire,58.4
14,196,Homme,Modéré,95.0
56,162,Homme,Modéré,59.2
31,159,Femme,Actif,65.4
56,150,Femme,Sédentaire,51.0
43,196,Femme,Modéré,67.4
10,196,Homme,Actif,101.2
64,173,Homme,Modéré,57.3
64,149,Homme,Sédentaire,57.2
35,149,Femme,Actif,48.2
52,182,Homme,Modéré,84.6
19,199,Femme,Actif,100.6
39,145,Femme,Modéré,49.0
59,175,Femme,Modéré,72.0
27,163,Femme,Sédentaire,61.8
26,151,Homme,Sédentaire,36.4
35,182,Femme,Modéré,74.0
17,194,Homme,Actif,70.2
56,162,Femme,Actif,59.1
49,166,Homme,Sédentaire,51.2
58,197,Homme,Modéré,71.6
21,196,Femme,Sédentaire,103.0
36,184,Femme,Modéré,85.3
17,176,Femme,Modéré,68.1
34,145,Homme,Sédentaire,47.4
55,140,Femme,Actif,41.7
13,145,Femme,Sédentaire,49.8
42,189,Homme,Modéré,71.3
10,161,Femme,Sédentaire,64.8
28,180,Homme,Actif,68.8
40,163,Femme,Actif,55.1
25,164,Homme,Modéré,59.3
23,154,Homme,Sédentaire,48.0
62,165,Femme,Actif,62.6
57,147,Homme,Sédentaire,44.1
14,190,Femme,Actif,84.5
50,163,Femme,Modéré,68.1
35,187,Homme,Modéré,69.4
37,177,Femme,Sédentaire,67.7
11,145,Homme,Modéré,49.2
59,193,Homme,Actif,77.1
15,174,Homme,Modéré,70.8
18,181,Homme,Actif,77.5
42,140,Homme,Actif,49.5
50,199,Homme,Modéré,79.9
34,185,Homme,Actif,65.6
57,175,Homme,Actif,64.5
22,197,Femme,Sédentaire,74.1
18,151,Femme,Sédentaire,54.0
62,177,Homme,Sédentaire,58.0
22,150,Femme,Modéré,65.2
40,151,Femme,Sédentaire,59.0
50,181,Femme,Actif,72.2
20,189,Femme,Modéré,87.9
13,178,Femme,Modéré,54.1
43,146,Femme,Modéré,63.0
47,150,Homme,Modéré,45.5
55,175,Femme,Actif,66.3
13,191,Femme,Actif,59.9
47,170,Femme,Sédentaire,67.8
28,172,Femme,Modéré,55.3
15,152,Homme,Sédentaire,51.5
43,157,Homme,Actif,50.2
27,180,Homme,Modéré,60.8
22,197,Homme,Actif,76.0
50,195,Femme,Sédentaire,86.2
32,163,Homme,Actif,48.2
28,148,Homme,Modéré,43.3
54,170,Homme,Modéré,69.3
20,194,Homme,Sédentaire,112.2
10,180,Femme,Modéré,75.9
33,149,Homme,Actif,42.7
63,199,Femme,Actif,82.8
16,141,Homme,Actif,43.9
34,177,Femme,Actif,65.6
30,154,Femme,Sédentaire,58.6
24,142,Homme,Actif,45.7
10,182,Homme,Sédentaire,81.9
21,170,Homme,Actif,60.9
67,145,Homme,Sédentaire,54.6
16,142,Femme,Actif,43.4
24,195,Femme,Actif,72.6
30,150,Homme,Sédentaire,64.2
28,154,Homme,Modéré,39.2
69,184,Femme,Modéré,67.0
38,191,Homme,Modéré,73.4
34,167,Femme,Sédentaire,82.3
42,149,Homme,Modéré,60.9
58,177,Femme,Modéré,83.0
41,186,Femme,Sédentaire,72.7
58,196,Femme,Modéré,112.5
44,189,Femme,Modéré,82.5
53,189,Femme,Modéré,89.1
47,146,Homme,Sédentaire,48.0
35,154,Femme,Sédentaire,51.8
20,157,Homme,Modéré,52.4
44,157,Femme,Modéré,52.7
17,191,Femme,Sédentaire,86.9
55,180,Homme,Modéré,74.8
23,163,Homme,Sédentaire,58.2
19,141,Homme,Modéré,52.7
11,179,Homme,Sédentaire,48.1
55,159,Femme,Actif,59.5
18,173,Homme,Actif,72.3
12,182,Femme,Sédentaire,84.3
30,165,Homme,Actif,59.4
35,146,Homme,Modéré,48.2
17,177,Femme,Sédentaire,78.2
57,169,Femme,Sédentaire,75.6
11,181,Homme,Modéré,69.1
15,144,Femme,Modéré,47.3
37,150,Femme,Sédentaire,60.8
62,140,Femme,Modéré,30.6
38,173,Femme,Sédentaire,59.6
35,195,Femme,Modéré,100.4
34,140,Femme,Sédentaire,49.5
21,158,Femme,Modéré,58.8
14,141,Femme,Modéré,41.1
43,160,Homme,Actif,49.5
57,159,Femme,Actif,51.1
46,162,Homme,Actif,69.9
24,160,Femme,Modéré,51.5
53,163,Femme,Sédentaire,59.3
45,143,Femme,Modéré,40.4
24,151,Femme,Actif,55.9
52,161,Homme,Modéré,52.8
57,159,Homme,Actif,54.9
32,157,Femme,Actif,41.8
15,140,Homme,Sédentaire,33.6
55,169,Femme,Sédentaire,62.9
59,172,Femme,Actif,53.3
53,163,Homme,Actif,75.2
68,153,Homme,Modéré,37.0
52,175,Femme,Actif,60.0
54,144,Femme,Modéré,45.7
30,150,Homme,Actif,47.0
32,163,Femme,Sédentaire,49.7
52,199,Homme,Sédentaire,75.7
64,170,Femme,Actif,55.0
25,194,Femme,Modéré,79.6
56,152,Homme,Modéré,64.4
62,155,Homme,Modéré,53.4
69,163,Homme,Actif,67.9
24,152,Femme,Actif,54.3
34,163,Femme,Sédentaire,67.3
45,193,Femme,Sédentaire,55.9
20,165,Femme,Actif,57.4
60,141,Homme,Sédentaire,51.5
24,155,Femme,Modéré,48.7
13,177,Femme,Modéré,85.5
30,185,Femme,Actif,90.5
22,140,Homme,Modéré,40.4
31,188,Femme,Actif,72.4
28,150,Femme,Modéré,42.7
43,190,Homme,Actif,72.6
23,174,Femme,Modéré,55.4
13,182,Femme,Modéré,77.1
57,168,Homme,Sédentaire,49.8
62,176,Femme,Sédentaire,73.8
61,156,Femme,Sédentaire,58.1
55,197,Femme,Sédentaire,66.0
36,193,Homme,Sédentaire,99.3
38,178,Femme,Sédentaire,74.6
56,181,Femme,Actif,79.4
37,167,Homme,Actif,55.0
44,168,Homme,Sédentaire,67.4
17,182,Femme,Actif,84.1
25,142,Femme,Sédentaire,43.8
51,191,Femme,Actif,102.2
45,149,Femme,Modéré,49.1
39,198,Homme,Actif,99.7
27,181,Femme,Actif,75.0
11,153,Homme,Actif,55.6
58,151,Homme,Modéré,38.7
22,186,Femme,Sédentaire,80.0
13,181,Femme,Actif,64.9
35,169,Homme,Actif,55.6
34,171,Homme,Modéré,79.6
39,171,Femme,Sédentaire,62.5
20,181,Homme,Actif,62.2
16,171,Femme,Modéré,61.2
40,165,Femme,Sédentaire,49.3
53,190,Homme,Sédentaire,94.9
19,140,Homme,Actif,39.0
48,195,Femme,Actif,89.7
22,197,Homme,Actif,101.2
40,181,Femme,Actif,67.2
16,141,Femme,Modéré,46.9
65,156,Femme,Modéré,46.0
58,169,Homme,Actif,83.8
51,195,Femme,Sédentaire,94.3
51,178,Femme,Actif,67.9
65,146,Femme,Sédentaire,42.0
45,191,Femme,Sédentaire,79.0
29,166,Femme,Sédentaire,57.8
13,148,Femme,Modéré,61.0
63,161,Femme,Sédentaire,47.5
16,173,Femme,Sédentaire,67.1
63,185,Femme,Modéré,75.1
10,188,Femme,Sédentaire,76.5
53,140,Femme,Sédentaire,42.5
65,148,Homme,Actif,47.4
54,159,Femme,Sédentaire,62.2
51,192,Femme,Sédentaire,87.8
56,158,Femme,Sédentaire,58.1
68,175,Homme,Sédentaire,45.9
22,199,Femme,Sédentaire,90.7
64,179,Homme,Modéré,54.6
31,184,Femme,Sédentaire,81.0
63,143,Femme,Sédentaire,54.0
30,148,Homme,Modéré,42.1
31,180,Femme,Modéré,68.7
37,161,Homme,Sédentaire,52.4
18,157,Homme,Sédentaire,63.4
35,151,Femme,Sédentaire,50.8
18,181,Femme,Actif,89.1
24,182,Femme,Actif,77.0
19,178,Femme,Sédentaire,72.0
33,148,Homme,Modéré,48.6
67,145,Homme,Sédentaire,51.4
66,158,Femme,Modéré,41.9
51,187,Homme,Modéré,77.8
17,186,Homme,Modéré,75.4
33,146,Femme,Sédentaire,51.5
25,155,Homme,Sédentaire,51.5
58,144,Homme,Modéré,39.2
35,155,Femme,Actif,52.9
36,140,Homme,Actif,36.8
46,190,Femme,Actif,58.6
13,176,Homme,Modéré,74.9
59,178,Femme,Sédentaire,75.2
33,158,Homme,Modéré,58.4
28,193,Homme,Actif,96.5
45,176,Femme,Sédentaire,62.0
69,156,Femme,Modéré,43.1
48,165,Femme,Modéré,59.3
19,161,Femme,Actif,54.3
34,147,Homme,Modéré,42.1
27,172,Homme,Sédentaire,64.4
28,141,Homme,Actif,40.1
45,169,Femme,Actif,47.1
19,186,Homme,Sédentaire,71.5
42,159,Homme,Actif,47.0
64,199,Femme,Modéré,89.9
59,157,Femme,Modéré,49.4
14,182,Homme,Actif,83.9
56,196,Femme,Sédentaire,103.0
58,149,Homme,Modéré,53.4
44,163,Homme,Sédentaire,46.1
53,195,Femme,Modéré,100.8
43,143,Homme,Modéré,54.7
42,176,Femme,Actif,68.3
64,143,Femme,Actif,53.1
30,152,Homme,Sédentaire,47.0
26,164,Homme,Actif,44.1
31,152,Homme,Modéré,45.6
57,157,Femme,Modéré,67.0
46,198,Homme,Sédentaire,68.7
24,163,Femme,Sédentaire,58.4
44,141,Femme,Modéré,43.9
37,187,Homme,Actif,71.6
16,172,Femme,Actif,61.1
41,197,Homme,Sédentaire,86.2
20,158,Homme,Sédentaire,50.7
19,148,Homme,Modéré,38.8
18,167,Homme,Modéré,63.2
23,174,Homme,Sédentaire,76.4
22,196,Homme,Modéré,94.5
66,178,Homme,Sédentaire,62.0
34,149,Femme,Sédentaire,40.5
11,140,Homme,Actif,41.4
44,181,Femme,Sédentaire,87.5
16,160,Femme,Modéré,61.3
30,148,Femme,Actif,52.8
27,199,Homme,Actif,97.7
12,186,Femme,Modéré,80.5
51,154,Femme,Modéré,53.0
63,174,Homme,Modéré,72.6
48,196,Homme,Sédentaire,78.2
50,144,Femme,Actif,36.8
58,180,Homme,Sédentaire,78.3
20,197,Homme,Sédentaire,99.8
48,161,Homme,Sédentaire,48.3
33,180,Homme,Sédentaire,79.3
69,162,Femme,Actif,71.0
55,146,Homme,Actif,46.9
28,195,Homme,Sédentaire,74.3
13,162,Homme,Modéré,58.7
35,183,Femme,Actif,68.1
47,164,Femme,Sédentaire,54.2
51,166,Homme,Modéré,64.2
41,180,Homme,Modéré,55.7
48,145,Femme,Sédentaire,37.1
54,194,Homme,Actif,83.0
55,173,Homme,Modéré,65.6
45,148,Femme,Actif,50.4
49,199,Homme,Actif,109.4
46,188,Homme,Modéré,78.9
42,172,Femme,Sédentaire,70.4
45,190,Femme,Modéré,68.9
12,199,Homme,Modéré,96.2
18,145,Femme,Actif,42.9
17,176,Homme,Sédentaire,68.8
42,170,Homme,Actif,62.6
68,173,Homme,Modéré,75.1
15,180,Femme,Sédentaire,58.5
50,168,Femme,Sédentaire,42.8
48,197,Homme,Sédentaire,82.9
13,153,Homme,Sédentaire,54.8
22,175,Femme,Sédentaire,68.8
58,175,Femme,Modéré,78.7
69,192,Femme,Modéré,85.9
11,154,Homme,Modéré,48.2
69,147,Femme,Actif,32.5
14,165,Femme,Sédentaire,58.0
53,175,Homme,Sédentaire,76.8
36,187,Homme,Modéré,72.8
41,160,Homme,Sédentaire,56.5
30,167,Femme,Actif,64.9
17,143,Homme,Sédentaire,38.8
47,155,Homme,Sédentaire,57.3
17,161,Homme,Actif,69.8
59,151,Homme,Modéré,49.0
12,155,Femme,Modéré,44.7
63,190,Homme,Sédentaire,78.7
53,179,Femme,Actif,49.1
67,177,Femme,Modéré,72.1
12,181,Femme,Modéré,76.5
31,176,Homme,Modéré,83.7
15,168,Femme,Sédentaire,60.5
11,157,Homme,Actif,57.2
32,149,Homme,Sédentaire,43.1
53,181,Homme,Modéré,68.6
11,178,Femme,Actif,55.2
47,157,Homme,Sédentaire,52.8
26,140,Homme,Modéré,41.3
44,178,Homme,Modéré,72.5
43,160,Femme,Sédentaire,51.5
32,140,Femme,Modéré,43.6
39,154,Femme,Modéré,49.8
61,143,Homme,Actif,43.0
17,199,Femme,Modéré,88.1
31,159,Homme,Sédentaire,55.9
53,149,Homme,Actif,53.9
67,162,Femme,Sédentaire,56.8
45,180,Homme,Modéré,67.9
14,173,Femme,Actif,64.2
22,199,Homme,Actif,78.6
38,185,Femme,Actif,71.6
40,187,Homme,Actif,98.2
56,172,Homme,Sédentaire,57.0
66,173,Homme,Modéré,63.3
64,178,Homme,Modéré,66.0
25,149,Homme,Actif,47.2
51,193,Femme,Modéré,78.2
39,159,Homme,Sédentaire,57.7
66,140,Femme,Modéré,33.1
64,152,Femme,Sédentaire,58.0
25,140,Femme,Sédentaire,46.8
21,144,Homme,Modéré,37.9
26,155,Homme,Sédentaire,36.5
25,154,Homme,Sédentaire,45.2
21,188,Femme,Sédentaire,75.2
17,167,Homme,Sédentaire,82.9
29,170,Homme,Actif,68.3
12,162,Femme,Modéré,43.5
25,187,Femme,Actif,69.7
39,184,Femme,Sédentaire,73.9
54,182,Femme,Modéré,75.4
32,156,Femme,Sédentaire,43.9
37,188,Femme,Modéré,76.3
60,173,Homme,Actif,59.4
49,152,Femme,Modéré,43.2
63,153,Homme,Sédentaire,53.3
14,150,Homme,Modéré,54.7
29,167,Homme,Modéré,68.4
49,181,Femme,Actif,77.7
65,171,Homme,Sédentaire,60.0
53,174,Femme,Modéré,73.1
10,198,Femme,Actif,89.9
66,170,Homme,Modéré,64.7
39,156,Femme,Sédentaire,49.1
30,186,Homme,Modéré,71.0
29,148,Homme,Modéré,48.7
15,149,Femme,Modéré,65.1
31,147,Homme,Modéré,49.5
27,160,Homme,Sédentaire,51.6
17,152,Homme,Actif,45.1
48,198,Femme,Actif,80.5
41,189,Homme,Modéré,101.9
42,144,Femme,Sédentaire,43.1
62,145,Femme,Sédentaire,52.0
25,169,Homme,Sédentaire,59.6
21,170,Homme,Sédentaire,65.8
47,156,Femme,Sédentaire,59.3
61,150,Femme,Sédentaire,45.6
43,159,Homme,Modéré,50.8
23,187,Homme,Actif,94.3
45,148,Femme,Actif,54.7
42,141,Femme,Modéré,48.5
32,176,Femme,Actif,75.5
59,140,Femme,Sédentaire,45.8
54,143,Femme,Sédentaire,57.4
11,175,Homme,Actif,67.8
50,193,Femme,Sédentaire,88.4
30,197,Femme,Sédentaire,68.5
11,164,Homme,Actif,52.5
36,142,Homme,Modéré,37.1
66,148,Femme,Actif,56.6
18,161,Femme,Actif,38.9
10,162,Homme,Actif,54.6
20,151,Femme,Actif,34.2
12,149,Femme,Modéré,43.3
61,173,Homme,Modéré,61.4
32,182,Femme,Sédentaire,86.6
35,149,Homme,Sédentaire,51.5
13,169,Homme,Actif,55.7
27,161,Homme,Sédentaire,65.3
64,145,Homme,Modéré,46.4
15,189,Femme,Sédentaire,79.0
44,141,Homme,Sédentaire,36.6
31,169,Femme,Sédentaire,54.4
52,141,Femme,Actif,38.8
24,171,Femme,Sédentaire,64.7
31,181,Femme,Modéré,72.8
69,155,Femme,Modéré,64.0
46,151,Homme,Modéré,52.8
61,140,Homme,Modéré,29.4
51,192,Homme,Sédentaire,84.0
21,147,Homme,Actif,38.1
56,187,Femme,Modéré,66.8
58,189,Homme,Modéré,69.9
51,152,Femme,Actif,46.2
47,154,Femme,Actif,42.4
27,192,Homme,Modéré,83.4
54,183,Homme,Modéré,59.5
44,147,Homme,Actif,49.9
39,149,Homme,Modéré,63.7
33,185,Femme,Modéré,61.6
51,144,Femme,Sédentaire,43.8
39,189,Homme,Actif,53.6
23,158,Femme,Sédentaire,52.7
15,186,Femme,Sédentaire,82.8
12,177,Femme,Actif,75.7
25,198,Homme,Sédentaire,87.2
16,150,Femme,Modéré,55.5
61,192,Homme,Sédentaire,109.3
23,182,Homme,Actif,89.9
18,159,Femme,Modéré,51.7
24,159,Femme,Modéré,44.6
30,160,Homme,Modéré,53.2
44,157,Femme,Modéré,47.2
11,196,Femme,Sédentaire,89.7
36,189,Homme,Sédentaire,65.9
11,149,Homme,Modéré,48.4
44,173,Homme,Actif,73.4
27,165,Homme,Modéré,59.1
23,169,Femme,Sédentaire,54.7
29,148,Femme,Modéré,55.9
27,185,Homme,Sédentaire,56.0
19,190,Homme,Modéré,75.9
34,170,Homme,Actif,63.2
11,181,Femme,Modéré,72.2
34,194,Homme,Actif,84.8
63,143,Femme,Actif,48.7
42,145,Homme,Modéré,46.0
45,153,Homme,Actif,48.9
40,143,Homme,Actif,42.5
23,165,Femme,Sédentaire,54.9
10,186,Femme,Sédentaire,84.3
55,187,Femme,Actif,70.1
25,178,Homme,Modéré,77.8
63,156,Femme,Actif,53.7
55,158,Femme,Modéré,51.0
61,190,Homme,Sédentaire,86.1
12,188,Homme,Modéré,70.0
44,145,Femme,Actif,50.3
50,168,Femme,Actif,63.9
15,150,Femme,Actif,45.5
34,155,Femme,Actif,56.7
22,169,Homme,Actif,67.5
62,164,Homme,Modéré,68.5
43,179,Homme,Actif,79.8
17,150,Femme,Sédentaire,52.8
30,146,Femme,Actif,39.7
43,165,Homme,Modéré,79.9
13,195,Homme,Actif,67.6
34,161,Femme,Actif,64.4
24,164,Femme,Modéré,62.7
13,158,Homme,Actif,46.1
54,170,Homme,Modéré,62.5
69,165,Homme,Actif,59.3
21,181,Femme,Sédentaire,84.9
41,180,Femme,Actif,64.3
41,175,Femme,Modéré,65.0
37,162,Femme,Sédentaire,39.4
22,186,Femme,Modéré,94.1
40,152,Femme,Actif,43.4
23,164,Homme,Sédentaire,61.8
29,141,Homme,Modéré,43.1
27,141,Femme,Sédentaire,43.2
38,155,Homme,Sédentaire,58.7
69,148,Femme,Modéré,59.2
15,167,Homme,Sédentaire,63.5
41,152,Femme,Modéré,55.4
38,174,Homme,Sédentaire,69.6
52,180,Homme,Sédentaire,81.2
11,152,Femme,Sédentaire,47.6
69,170,Femme,Actif,72.9
32,160,Homme,Actif,64.8
28,171,Homme,Modéré,73.8
40,193,Femme,Sédentaire,74.6
60,173,Homme,Modéré,64.3
14,147,Femme,Actif,49.1
28,198,Femme,Actif,70.1
43,180,Homme,Actif,86.8
19,187,Femme,Actif,76.8
34,141,Homme,Modéré,45.4
11,177,Homme,Sédentaire,63.5
20,171,Femme,Modéré,52.7
59,193,Homme,Sédentaire,75.2
40,179,Femme,Actif,72.6
65,197,Femme,Sédentaire,93.2
24,167,Femme,Actif,62.7
